,original_title,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date
1267,All Is Lost,"Action,Adventure,Drama",6.9,70888,Action,Adventure,Drama,J.C. Chandor,"producer,director,writer",43,All Is Lost,8500000.0,6263670.0,10386814.0,1886814,122.19781176470588,2013-10-18
1268,Identity Thief,"Adventure,Comedy,Crime",5.7,115624,Adventure,Comedy,Crime,Seth Gordon,"producer,miscellaneous,director",32,Identity Thief,35000000.0,134506920.0,175361578.0,140361578,501.03308000000004,2013-02-09
1269,The Finest Hours,"Action,Drama,History",6.8,55981,Action,Drama,History,Craig Gillespie,"director,producer",36,The Finest Hours,70000000.0,27569558.0,49252761.0,-20747239,70.36108714285714,2016-01-29
1270,The Reluctant Fundamentalist,"Drama,Thriller",6.9,12511,Drama,Thriller,,Mira Nair,"director,producer,actress",42,The Reluctant Fundamentalist,15000000.0,528731.0,528731.0,-14471269,3.524873333333333,2013-03-17
1271,The Great Wall,"Action,Adventure,Fantasy",6.0,111602,Action,Adventure,Fantasy,Yimou Zhang,"director,actor,writer",92,The Great Wall,150000000.0,45157105.0,334486852.0,184486852,222.99123466666666,2017-02-17
1272,The Great Wall,Documentary,6.5,24,Documentary,,,Tadhg O'Sullivan,"editor,sound_department,director",92,The Great Wall,150000000.0,45157105.0,334486852.0,184486852,222.99123466666666,2017-02-17
1273,Flatliners,"Drama,Horror,Mystery",5.2,33752,Drama,Horror,Mystery,Niels Arden Oplev,"director,producer,writer",28,Flatliners,26000000.0,61308153.0,61308153.0,35308153,235.80058846153844,2017-09-29
1274,Inside Llewyn Davis,"Drama,Music",7.5,123759,Drama,Music,,Joel Coen,"producer,writer,director",94,Inside Llewyn Davis,11000000.0,13248209.0,32943247.0,21943247,299.48406363636366,2013-12-06
1275,Kingdom Come,"Documentary,Drama",7.6,123,Documentary,Drama,,John Lyons Murphy,"producer,writer,director",6,Kingdom Come,7000000.0,23247539.0,23393939.0,16393939,334.19912857142856,2011-01-01
1276,Kingdom Come,Horror,4.4,1098,Horror,,,Greg A. Sager,"producer,director,writer",6,Kingdom Come,7000000.0,23247539.0,23393939.0,16393939,334.19912857142856,2011-01-01
1277,Kingdom Come,"Drama,Thriller",8.3,28,Drama,Thriller,,Jason Hess,"producer,writer,director",6,Kingdom Come,7000000.0,23247539.0,23393939.0,16393939,334.19912857142856,2011-01-01
1278,Side Effects,"Crime,Drama,Mystery",7.1,168466,Crime,Drama,Mystery,Steven Soderbergh,"producer,director,cinematographer",32,Side Effects,30000000.0,32172757.0,66742138.0,36742138,222.47379333333333,2013-02-08
1280,The Railway Man,"Biography,Drama,Romance",7.1,34586,Biography,Drama,Romance,Jonathan Teplitzky,"director,writer,art_department",33,The Railway Man,18000000.0,4438438.0,23910210.0,5910210,132.83450000000002,2014-04-11
1281,Point Break,"Action,Crime,Sport",5.3,53802,Action,Crime,Sport,Ericson Core,"cinematographer,director,camera_department",100,Point Break,100000000.0,28782481.0,126704591.0,26704591,126.704591,2015-12-25
1282,13 Sins,"Horror,Thriller",6.3,29550,Horror,Thriller,,Daniel Stamm,"director,writer",51,13 Sins,4000000.0,9134.0,47552.0,-3952448,1.1887999999999999,2014-04-18
1283,The Road,"Crime,Drama,Horror",5.6,1617,Crime,Drama,Horror,Yam Laranas,"cinematographer,writer,director",94,The Road,25000000.0,8114270.0,29206732.0,4206732,116.82692800000001,2012-05-11
1284,The Road,Drama,5.5,13,Drama,,,Rana Salem,"director,actor,writer",94,The Road,25000000.0,8114270.0,29206732.0,4206732,116.82692800000001,2012-05-11
1285,The Road,Documentary,7.7,70,Documentary,,,Zanbo Zhang,"cinematographer,director,writer",94,The Road,25000000.0,8114270.0,29206732.0,4206732,116.82692800000001,2012-05-11
1286,Maniac,"Action,Horror,Thriller",4.8,5,Action,Horror,Thriller,Albin Joseph,"director,writer,producer",28,Maniac,350000.0,10000000.0,10000000.0,9650000,2857.1428571428573,2011-10-31
1288,Maniac,"Horror,Thriller",6.1,32534,Horror,Thriller,,Franck Khalfoun,"director,actor,writer",28,Maniac,350000.0,10000000.0,10000000.0,9650000,2857.1428571428573,2011-10-31
1290,The Mule,"Crime,Drama,Mystery",4.3,1612,Crime,Drama,Mystery,Gabriela Tagliavini,"director,writer,producer",100,The Mule,50000000.0,103804407.0,170857676.0,120857676,341.715352,2014-03-10
1292,The Mule,"Comedy,Crime,Drama",6.3,5788,Comedy,Crime,Drama,Angus Sampson,"actor,writer,director",100,The Mule,50000000.0,103804407.0,170857676.0,120857676,341.715352,2014-03-10
1294,The Mule,"Crime,Drama,Thriller",7.1,58955,Crime,Drama,Thriller,Clint Eastwood,"actor,producer,director",100,The Mule,50000000.0,103804407.0,170857676.0,120857676,341.715352,2014-03-10
1296,Stranded,"Drama,Thriller",4.8,615,Drama,Thriller,,Daniel Petrie Jr.,"producer,writer,director",13,Stranded,1900000.0,0.0,285593.0,-1614407,15.031210526315789,2013-07-26
1297,Stranded,"Horror,Sci-Fi",3.5,3704,Horror,Sci-Fi,,Roger Christian,"art_department,director,producer",13,Stranded,1900000.0,0.0,285593.0,-1614407,15.031210526315789,2013-07-26
1298,Stranded,Western,3.8,104,Western,,,David Decoteau,"director,producer,cinematographer",13,Stranded,1900000.0,0.0,285593.0,-1614407,15.031210526315789,2013-07-26
1299,Stranded,Documentary,7.9,10,Documentary,,,Andy Nehl,"producer,director,writer",13,Stranded,1900000.0,0.0,285593.0,-1614407,15.031210526315789,2013-07-26
1300,Stuck,"Comedy,Drama,Romance",5.6,983,Comedy,Drama,Romance,Stuart Acher,"editor,director,producer",76,Stuck,5000000.0,67505.0,67505.0,-4932495,1.3501,2013-02-23
1302,Stuck,Documentary,7.4,141,Documentary,,,Thaddaeus Scheel,"art_department,location_management,director",76,Stuck,5000000.0,67505.0,67505.0,-4932495,1.3501,2013-02-23
1304,Stuck,"Drama,Musical",6.2,200,Drama,Musical,,Michael Berry,"director,actor,writer",76,Stuck,5000000.0,67505.0,67505.0,-4932495,1.3501,2013-02-23
1306,Stuck,"Comedy,Drama",8.8,5,Comedy,Drama,,John Painz,"editor,cinematographer,producer",76,Stuck,5000000.0,67505.0,67505.0,-4932495,1.3501,2013-02-23
1308,Stuck,Comedy,6.6,28,Comedy,,,Jillian Armenante,"actress,producer,director",76,Stuck,5000000.0,67505.0,67505.0,-4932495,1.3501,2013-02-23
1310,Holy Motors,"Drama,Fantasy",7.1,36874,Drama,Fantasy,,Leos Carax,"director,writer,actor",25,Holy Motors,4000000.0,641054.0,4230426.0,230426,105.76064999999998,2012-10-17
1311,Steve Jobs,"Biography,Drama",7.2,138668,Biography,Drama,,Danny Boyle,"director,producer,writer",60,Steve Jobs,30000000.0,17766658.0,35579007.0,5579007,118.59669,2015-10-09
1313,The Best Man Holiday,"Comedy,Drama",6.7,13967,Comedy,Drama,,Malcolm D. Lee,"director,producer,writer",73,The Best Man Holiday,17000000.0,70525195.0,72835710.0,55835710,428.44535294117645,2013-11-15
1314,The Imitation Game,"Biography,Drama,Thriller",8.0,620834,Biography,Drama,Thriller,Morten Tyldum,"director,producer,editor",6,The Imitation Game,15000000.0,91125143.0,227740463.0,212740463,1518.2697533333335,2014-12-19
1315,Promised Land,Drama,6.6,34659,Drama,,,Gus Van Sant,"director,producer,actor",13,Promised Land,15000000.0,7597898.0,12394562.0,-2605438,82.63041333333334,2012-12-28
1316,Antiviral,"Horror,Sci-Fi,Thriller",5.7,11025,Horror,Sci-Fi,Thriller,Brandon Cronenberg,"director,writer,editor",63,Antiviral,3100000.0,0.0,123407.0,-2976593,3.9808709677419354,2013-04-12
1317,Hostage,"Drama,Horror,Thriller",3.4,114,Drama,Horror,Thriller,Mike Yurinko,"producer,director,writer",63,Hostage,75000000.0,34636443.0,77636443.0,2636443,103.51525733333334,2013-09-03
1318,Turbulence,Comedy,8.2,34,Comedy,,,Michael B. Clifford,"director,producer,actor",41,Turbulence,55000000.0,11532774.0,11532774.0,-43467226,20.96868,2016-12-01
1319,Turbulence,Drama,6.8,8,Drama,,,Soran Mardookhi,"director,writer,editor",41,Turbulence,55000000.0,11532774.0,11532774.0,-43467226,20.96868,2016-12-01
1320,Turbulence,"Action,Drama,Thriller",5.3,249,Action,Drama,Thriller,Nadeem Soumah,"cinematographer,camera_department,producer",41,Turbulence,55000000.0,11532774.0,11532774.0,-43467226,20.96868,2016-12-01
1321,Dead Man Down,"Action,Crime,Drama",6.5,61238,Action,Crime,Drama,Niels Arden Oplev,"director,producer,writer",78,Dead Man Down,30000000.0,10895295.0,19599974.0,-10400026,65.33324666666667,2013-03-08
1322,Spring Breakers,"Comedy,Crime,Drama",5.3,126504,Comedy,Crime,Drama,Harmony Korine,"director,writer,actor",3,Spring Breakers,5000000.0,14124286.0,31149251.0,26149251,622.98502,2013-03-15
1323,Tammy,"Comedy,Romance",4.9,44345,Comedy,Romance,,Ben Falcone,"actor,producer,soundtrack",3,Tammy,20000000.0,84525432.0,96407655.0,76407655,482.038275,2014-07-03
1324,Paranormal Activity 4,"Horror,Mystery,Thriller",4.6,58408,Horror,Mystery,Thriller,Ariel Schulman,"writer,producer,director",59,Paranormal Activity 4,5000000.0,53900335.0,142817992.0,137817992,2856.35984,2012-10-19
1325,Diamond Ruff,Action,4.3,65,Action,,,Alec Asten,"director,camera_department,editor",80,Diamond Ruff,500000.0,0.0,0.0,-500000,0.0,2015-01-01
1326,Swelter,"Action,Crime,Drama",4.6,2536,Action,Crime,Drama,Keith Parmer,"writer,director,producer",42,Swelter,8000000.0,0.0,44197.0,-7955803,0.5524625,2014-04-20
1327,The Final Girls,"Comedy,Drama,Fantasy",6.6,30219,Comedy,Drama,Fantasy,Todd Strauss-Schulson,"director,writer,producer",58,The Final Girls,4500000.0,0.0,0.0,-4500000,0.0,2015-10-09
1328,The Final Girls,"Comedy,Horror",5.4,5,Comedy,Horror,,Joseph Jones,"director,actor,editor",58,The Final Girls,4500000.0,0.0,0.0,-4500000,0.0,2015-10-09
1329,Hacksaw Ridge,"Biography,Drama,History",8.1,366904,Biography,Drama,History,Mel Gibson,"actor,producer,director",17,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,128904682,422.261705,2016-11-04
1331,Pixels,"Action,Comedy,Sci-Fi",5.6,119789,Action,Comedy,Sci-Fi,Chris Columbus,"producer,writer,director",59,Pixels,90000000.0,78765986.0,244041804.0,154041804,271.15756000000005,2010-04-01
1333,Alpha,Crime,5.5,102,Crime,,,Joan Cutrina,"producer,director,writer",79,Alpha,51000000.0,35851379.0,99624873.0,48624873,195.3428882352941,2015-01-25
1335,Alpha,"Drama,Horror,Mystery",7.7,37,Drama,Horror,Mystery,Stathis Athanasiou,"director,editor,producer",79,Alpha,51000000.0,35851379.0,99624873.0,48624873,195.3428882352941,2015-01-25
1337,Alpha,"Adventure,Drama,Family",6.7,41882,Adventure,Drama,Family,Albert Hughes,"producer,director,writer",79,Alpha,51000000.0,35851379.0,99624873.0,48624873,195.3428882352941,2015-01-25
1339,Home Again,Drama,6.6,360,Drama,,,Sudz Sutherland,"director,writer,producer",57,Home Again,15000000.0,27020284.0,37336874.0,22336874,248.91249333333332,2017-09-08
1340,Home Again,"Comedy,Drama,Romance",5.8,22614,Comedy,Drama,Romance,Hallie Meyers-Shyer,"actress,writer,director",57,Home Again,15000000.0,27020284.0,37336874.0,22336874,248.91249333333332,2017-09-08
1341,Underdogs,"Drama,Family,Sport",5.8,882,Drama,Family,Sport,Doug Dearth,"producer,actor,miscellaneous",41,Underdogs,2500000.0,35017.0,1392649.0,-1107351,55.70596,2013-04-06
1343,Collide,"Action,Crime,Thriller",5.7,13288,Action,Crime,Thriller,Eran Creevy,"director,writer,assistant_director",13,Collide,29200000.0,2280004.0,5466698.0,-23733302,18.721568493150684,2017-02-24
1344,San Andreas,"Action,Adventure,Drama",6.1,192750,Action,Adventure,Drama,Brad Peyton,"producer,writer,director",19,San Andreas,110000000.0,155190832.0,456258539.0,346258539,414.78049,2015-05-29
1345,Second Act,"Comedy,Drama,Romance",5.8,13109,Comedy,Drama,Romance,Peter Segal,"director,producer,writer",83,Second Act,15700000.0,39282227.0,63288854.0,47588854,403.1137197452229,2018-12-21
1346,Beautiful,"Biography,Drama,Family",7.5,751,Biography,Drama,Family,V.K. Prakash,"director,actor,writer",1,Beautiful,9000000.0,3134509.0,3134509.0,-5865491,34.82787777777778,2014-12-11
1347,Happily Never After,"Comedy,Drama",5.7,68,Comedy,Drama,,Jamie Heinrich,"director,editor,producer",38,Happily Never After,47000000.0,15849032.0,37923818.0,-9076182,80.6889744680851,2012-02-24
1348,The Accountant,"Action,Crime,Drama",7.3,233022,Action,Crime,Drama,Gavin O'Connor,"producer,director,writer",100,The Accountant,40000000.0,86260045.0,152962083.0,112962083,382.4052075,2016-10-14
1350,Two Night Stand,"Comedy,Romance",6.4,60510,Comedy,Romance,,Max Nichols,"director,actor",60,Two Night Stand,1600000.0,15600.0,868081.0,-731919,54.255062499999994,2014-09-26
1351,Black November,"Action,Crime,Drama",5.4,489,Action,Crime,Drama,Jeta Amata,"director,producer,writer",74,Black November,7500000.0,0.0,32572.0,-7467428,0.4342933333333333,2012-12-07
1352,The Walk,"Crime,Thriller",6.8,126,Crime,Thriller,,Timothy Fielding,"producer,writer,editor",33,The Walk,35000000.0,10161183.0,61492104.0,26492104,175.6917257142857,2015-10-02
1353,The Walk,"Adventure,Biography,Drama",7.3,109714,Adventure,Biography,Drama,Robert Zemeckis,"producer,writer,director",33,The Walk,35000000.0,10161183.0,61492104.0,26492104,175.6917257142857,2015-10-02
1354,Fear Clinic,Horror,5.0,6256,Horror,,,Robert Hall,"make_up_department,special_effects,visual_effects",19,Fear Clinic,1000000.0,0.0,0.0,-1000000,0.0,2014-10-31
1355,Khiladi 786,"Action,Comedy",4.4,5648,Action,Comedy,,Ashish R. Mohan,"assistant_director,actor,casting_director",12,Khiladi 786,5600000.0,385422.0,14683763.0,9083763,262.2100535714286,2012-12-07
1356,Getaway,"Action,Crime,Thriller",4.4,22157,Action,Crime,Thriller,Courtney Solomon,"producer,director,actor",20,Getaway,18000000.0,10501938.0,11813989.0,-6186011,65.63327222222223,2013-08-29
1357,Bad Words,"Comedy,Drama",6.7,44061,Comedy,Drama,,Jason Bateman,"actor,producer,director",44,Bad Words,10000000.0,7779614.0,7843145.0,-2156855,78.43145,2014-03-14
1358,Horrible Bosses 2,"Comedy,Crime",6.3,144442,Comedy,Crime,,Sean Anders,"writer,director,producer",31,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357,264.8633925,2014-11-26
1359,Happy Valley,"Documentary,Drama,Sport",7.1,1059,Documentary,Drama,Sport,Amir Bar-Lev,"producer,director,writer",83,Happy Valley,250000.0,67665.0,67665.0,-182335,27.066000000000003,2014-11-14
1360,Ghost,Horror,2.3,205,Horror,,,Puja Bedi,"producer,writer,miscellaneous",5,Ghost,22000000.0,217631306.0,517600000.0,495600000,2352.7272727272725,2015-04-20
1361,Ghost,"Family,Horror,Thriller",6.7,102,Family,Horror,Thriller,Jamie Mcroberts,"director,writer,miscellaneous",5,Ghost,22000000.0,217631306.0,517600000.0,495600000,2352.7272727272725,2015-04-20
1362,Jab Tak Hai Jaan,"Drama,Romance",6.8,48364,Drama,Romance,,Yash Chopra,"producer,director,miscellaneous",64,Jab Tak Hai Jaan,9200000.0,3047539.0,5806666.0,-3393334,63.1159347826087,2012-11-13
1363,The Messenger,Drama,8.0,43,Drama,,,Kade Mendelowitz,"director,editor,writer",1,The Messenger,6500000.0,1109660.0,1744952.0,-4755048,26.845415384615386,2015-12-04
1364,The Messenger,"Drama,Mystery,Thriller",5.1,906,Drama,Mystery,Thriller,David Blair,"director,producer,production_manager",1,The Messenger,6500000.0,1109660.0,1744952.0,-4755048,26.845415384615386,2015-12-04
1365,The Messenger,"Documentary,Family",7.7,87,Documentary,Family,,Su Rynard,"director,assistant_director,writer",1,The Messenger,6500000.0,1109660.0,1744952.0,-4755048,26.845415384615386,2015-12-04
1366,The Monuments Men,"Comedy,Drama,History",6.1,117638,Comedy,Drama,History,George Clooney,"actor,producer,director",14,The Monuments Men,70000000.0,78031620.0,158702748.0,88702748,226.71821142857144,2014-02-07
1367,American Sniper,"Action,Biography,Drama",7.3,401915,Action,Biography,Drama,Clint Eastwood,"actor,producer,director",57,American Sniper,58000000.0,350126372.0,547326372.0,489326372,943.6661586206898,2014-12-25
1369,Crowsnest,"Horror,Mystery,Thriller",3.9,1481,Horror,Mystery,Thriller,Brenton Spencer,"cinematographer,director,camera_department",84,Crowsnest,1200000.0,0.0,0.0,-1200000,0.0,2012-01-01
1370,Into The Woods,"Adventure,Comedy,Drama",6.0,123577,Adventure,Comedy,Drama,Rob Marshall,"director,miscellaneous,producer",77,Into The Woods,56200000.0,128002372.0,213116401.0,156916401,379.21067793594307,2012-02-15
1371,Bending Steel,Documentary,7.9,60,Documentary,,,Dave Carroll,"cinematographer,camera_department,director",24,Bending Steel,50000.0,0.0,0.0,-50000,0.0,2013-04-20
1372,Song One,"Drama,Music",5.8,8559,Drama,Music,,Kate Barker-Froyland,"director,writer,miscellaneous",87,Song One,6000000.0,32251.0,437089.0,-5562911,7.284816666666667,2015-01-23
1374,The Purge,"Horror,Thriller",5.7,183549,Horror,Thriller,,James Demonaco,"writer,producer,director",67,The Purge,3000000.0,64473115.0,91266581.0,88266581,3042.2193666666667,2013-06-06
1375,Grown Ups 2,Comedy,5.4,128500,Comedy,,,Dennis Dugan,"actor,director,producer",48,Grown Ups 2,80000000.0,133668525.0,247023808.0,167023808,308.77976,2013-07-12
1376,The Counselor,"Crime,Drama,Thriller",5.3,92096,Crime,Drama,Thriller,Ridley Scott,"producer,director,production_designer",58,The Counselor,25000000.0,16973715.0,71009334.0,46009334,284.037336,2013-10-25
1377,About Time,"Comedy,Drama,Fantasy",7.8,263136,Comedy,Drama,Fantasy,Richard Curtis,"writer,producer,director",95,About Time,12000000.0,15323921.0,89309178.0,77309178,744.24315,2013-11-08
1378,Run All Night,"Action,Drama,Thriller",6.6,94131,Action,Drama,Thriller,Jaume Collet-Serra,"director,producer",70,Run All Night,50000000.0,26461644.0,66961644.0,16961644,133.92328799999999,2015-03-13
1379,Transcendence,Drama,6.1,22,Drama,,,Nicholas P. Richards,"art_department,editor,actor",2,Transcendence,100000000.0,23022309.0,103039258.0,3039258,103.039258,2012-06-09
1381,Transcendence,"Action,Drama,Sci-Fi",6.3,204481,Action,Drama,Sci-Fi,Wally Pfister,"cinematographer,camera_department,director",2,Transcendence,100000000.0,23022309.0,103039258.0,3039258,103.039258,2012-06-09
1383,The Other Woman,"Comedy,Romance",6.0,122889,Comedy,Romance,,Nick Cassavetes,"actor,director,writer",2,The Other Woman,40000000.0,83911193.0,195111193.0,155111193,487.7779825,2011-02-04
1386,Addicted,"Drama,Thriller",5.2,7640,Drama,Thriller,,Bille Woodruff,"director,cinematographer,producer",96,Addicted,5000000.0,17390770.0,17499242.0,12499242,349.98483999999996,2014-10-10
1387,Addicted,Drama,7.2,25,Drama,,,Dan Jenski,"writer,producer,production_manager",96,Addicted,5000000.0,17390770.0,17499242.0,12499242,349.98483999999996,2014-10-10
1388,Before Midnight,"Drama,Romance",7.9,123107,Drama,Romance,,Richard Linklater,"producer,director,writer",99,Before Midnight,3000000.0,8110621.0,23251930.0,20251930,775.0643333333334,2013-06-14
1389,Highway,Drama,6.7,195,Drama,,,Deepak Rauniyar,"writer,director,producer",89,Highway,2000000.0,0.0,0.0,-2000000,0.0,2012-09-09
1391,Highway,"Crime,Drama,Romance",7.7,23434,Crime,Drama,Romance,Imtiaz Ali,"writer,director,actor",89,Highway,2000000.0,0.0,0.0,-2000000,0.0,2012-09-09
1393,Highway,Drama,6.2,102,Drama,,,Sudipto Chattopadhyay,"writer,director,actor",89,Highway,2000000.0,0.0,0.0,-2000000,0.0,2012-09-09
1395,Survivor,"Biography,Crime,Documentary",9.0,45,Biography,Crime,Documentary,Brook Susan Parker,"actress,producer,director",11,Survivor,20000000.0,0.0,1703281.0,-18296719,8.516405,2012-08-29
1397,Survivor,"Action,Crime,Thriller",5.6,28614,Action,Crime,Thriller,James Mcteigue,"assistant_director,director,art_department",11,Survivor,20000000.0,0.0,1703281.0,-18296719,8.516405,2012-08-29
1399,Survivor,"Action,Adventure,Fantasy",4.1,1750,Action,Adventure,Fantasy,John Lyde,"editor,director,producer",11,Survivor,20000000.0,0.0,1703281.0,-18296719,8.516405,2012-08-29
1401,Draft Day,"Drama,Sport",6.8,48812,Drama,Sport,,Ivan Reitman,"producer,miscellaneous,director",36,Draft Day,25000000.0,28842237.0,29847480.0,4847480,119.38991999999999,2014-04-11
1402,Home,"Adventure,Animation,Comedy",6.6,85831,Adventure,Animation,Comedy,Tim Johnson,"director,producer,miscellaneous",44,Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846,2011-11-11
1409,Home,Drama,7.0,140,Drama,,,Jono Oliver,"assistant_director,director,miscellaneous",44,Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846,2011-11-11
