,original_title,runtime_minutes,genres,averagerating,numvotes,main_genre,subgenre_1,subgenre_2,primary_name,primary_profession,id,movie,production_budget,domestic_gross,worldwide_gross,profit,roi,release_date_x
1218,Uss Indianapolis: Men Of Courage,128.0,"Action,Drama,History",5.2,9453,Action,Drama,History,Mario Van Peebles,"actor,director,writer",40,Uss Indianapolis: Men Of Courage,40000000.0,0.0,1663785.0,-38336215,4.1594625,2017-01-24
1219,The Last Exorcism Part Ii,88.0,"Drama,Horror,Thriller",4.0,15124,Drama,Horror,Thriller,Ed Gass-Donnelly,"director,editor,writer",90,The Last Exorcism Part Ii,4000000.0,15179303.0,25448707.0,21448707,636.217675,2013-03-01
1220,The Great Wall,103.0,"Action,Adventure,Fantasy",6.0,111602,Action,Adventure,Fantasy,Yimou Zhang,"director,actor,writer",92,The Great Wall,150000000.0,45157105.0,334486852.0,184486852,222.99123466666666,2017-02-17
1222,Flatliners,109.0,"Drama,Horror,Mystery",5.2,33752,Drama,Horror,Mystery,Niels Arden Oplev,"director,producer,writer",28,Flatliners,26000000.0,61308153.0,61308153.0,35308153,235.80058846153844,2017-09-29
1223,Inside Llewyn Davis,104.0,"Drama,Music",7.5,123759,Drama,Music,,Joel Coen,"producer,writer,director",94,Inside Llewyn Davis,11000000.0,13248209.0,32943247.0,21943247,299.48406363636366,2013-12-06
1224,Awol-72,82.0,"Action,Thriller",3.8,785,Action,Thriller,,Christian Sesma,"director,writer,producer",65,Awol-72,3000000.0,0.0,0.0,-3000000,0.0,2015-08-07
1225,Side Effects,106.0,"Crime,Drama,Mystery",7.1,168466,Crime,Drama,Mystery,Steven Soderbergh,"producer,director,cinematographer",32,Side Effects,30000000.0,32172757.0,66742138.0,36742138,222.47379333333333,2013-02-08
1226,Eye In The Sky,102.0,"Drama,Thriller,War",7.3,72301,Drama,Thriller,War,Gavin Hood,"actor,producer,director",75,Eye In The Sky,13000000.0,18704596.0,35402802.0,22402802,272.32924615384616,2016-03-11
1227,The Railway Man,116.0,"Biography,Drama,Romance",7.1,34586,Biography,Drama,Romance,Jonathan Teplitzky,"director,writer,art_department",33,The Railway Man,18000000.0,4438438.0,23910210.0,5910210,132.83450000000002,2014-04-11
1228,Point Break,114.0,"Action,Crime,Sport",5.3,53802,Action,Crime,Sport,Ericson Core,"cinematographer,director,camera_department",100,Point Break,100000000.0,28782481.0,126704591.0,26704591,126.704591,2015-12-25
1229,13 Sins,93.0,"Horror,Thriller",6.3,29550,Horror,Thriller,,Daniel Stamm,"director,writer",51,13 Sins,4000000.0,9134.0,47552.0,-3952448,1.1887999999999999,2014-04-18
1230,The Road,110.0,"Crime,Drama,Horror",5.6,1617,Crime,Drama,Horror,Yam Laranas,"cinematographer,writer,director",94,The Road,25000000.0,8114270.0,29206732.0,4206732,116.82692800000001,2012-05-11
1233,Maniac,160.0,"Action,Horror,Thriller",4.8,5,Action,Horror,Thriller,Albin Joseph,"director,writer,producer",28,Maniac,350000.0,10000000.0,10000000.0,9650000,2857.1428571428573,2013-06-21
1235,The Mule,96.0,"Crime,Drama,Mystery",4.3,1612,Crime,Drama,Mystery,Gabriela Tagliavini,"director,writer,producer",100,The Mule,50000000.0,103804407.0,170857676.0,120857676,341.715352,2014-03-10
1241,Stranded,88.0,"Drama,Thriller",4.8,615,Drama,Thriller,,Daniel Petrie Jr.,"producer,writer,director",13,Stranded,1900000.0,0.0,285593.0,-1614407,15.031210526315789,2013-07-26
1245,Holy Motors,115.0,"Drama,Fantasy",7.1,36874,Drama,Fantasy,,Leos Carax,"director,writer,actor",25,Holy Motors,4000000.0,641054.0,4230426.0,230426,105.76064999999998,2012-10-17
1246,Steve Jobs,122.0,"Biography,Drama",7.2,138668,Biography,Drama,,Danny Boyle,"director,producer,writer",60,Steve Jobs,30000000.0,17766658.0,35579007.0,5579007,118.59669,2015-10-09
1247,The Best Man Holiday,123.0,"Comedy,Drama",6.7,13967,Comedy,Drama,,Malcolm D. Lee,"director,producer,writer",73,The Best Man Holiday,17000000.0,70525195.0,72835710.0,55835710,428.44535294117645,2013-11-15
1248,Trouble With The Curve,111.0,"Drama,Sport",6.8,56129,Drama,Sport,,Robert Lorenz,"assistant_director,producer,director",18,Trouble With The Curve,60000000.0,35763137.0,47818913.0,-12181087,79.69818833333333,2012-09-21
1249,The Imitation Game,114.0,"Biography,Drama,Thriller",8.0,620834,Biography,Drama,Thriller,Morten Tyldum,"director,producer,editor",6,The Imitation Game,15000000.0,91125143.0,227740463.0,212740463,1518.2697533333335,2014-12-19
1250,Captain Underpants: The First Epic Movie,89.0,"Action,Animation,Comedy",6.2,21903,Action,Animation,Comedy,David Soren,"writer,actor,director",59,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,88577874,333.0996684210526,2017-06-02
1251,Promised Land,106.0,Drama,6.6,34659,Drama,,,Gus Van Sant,"director,producer,actor",13,Promised Land,15000000.0,7597898.0,12394562.0,-2605438,82.63041333333334,2012-12-28
1252,Grace Of Monaco,103.0,"Biography,Drama,Romance",5.7,16685,Biography,Drama,Romance,Olivier Dahan,"director,writer,producer",8,Grace Of Monaco,30000000.0,0.0,25199891.0,-4800109,83.99963666666666,2014-06-06
1253,Dumb And Dumber To,109.0,"Adventure,Comedy",5.6,118646,Adventure,Comedy,,Peter Farrelly,"producer,writer,director",1,Dumb And Dumber To,40000000.0,86208010.0,156553592.0,116553592,391.38398,2014-11-14
1254,"Mcfarland, Usa",129.0,"Biography,Drama,Sport",7.4,31735,Biography,Drama,Sport,Niki Caro,"director,writer,producer",80,"Mcfarland, Usa",17000000.0,44480275.0,45707924.0,28707924,268.8701411764706,2015-02-20
1255,Antiviral,108.0,"Horror,Sci-Fi,Thriller",5.7,11025,Horror,Sci-Fi,Thriller,Brandon Cronenberg,"director,writer,editor",63,Antiviral,3100000.0,0.0,123407.0,-2976593,3.9808709677419354,2013-04-12
1256,Dead Man Down,118.0,"Action,Crime,Drama",6.5,61238,Action,Crime,Drama,Niels Arden Oplev,"director,producer,writer",78,Dead Man Down,30000000.0,10895295.0,19599974.0,-10400026,65.33324666666667,2013-03-08
1257,Spring Breakers,94.0,"Comedy,Crime,Drama",5.3,126504,Comedy,Crime,Drama,Harmony Korine,"director,writer,actor",3,Spring Breakers,5000000.0,14124286.0,31149251.0,26149251,622.98502,2013-03-15
1258,Tammy,97.0,"Comedy,Romance",4.9,44345,Comedy,Romance,,Ben Falcone,"actor,producer,soundtrack",3,Tammy,20000000.0,84525432.0,96407655.0,76407655,482.038275,2014-07-03
1259,Dawn Of The Planet Of The Apes,130.0,"Action,Adventure,Drama",7.6,390199,Action,Adventure,Drama,Matt Reeves,"producer,writer,director",17,Dawn Of The Planet Of The Apes,170000000.0,208545589.0,710644566.0,540644566,418.0262152941176,2014-07-11
1260,Into The Storm,89.0,"Action,Adventure,Drama",5.8,60894,Action,Adventure,Drama,Steven Quale,"director,miscellaneous,assistant_director",40,Into The Storm,50000000.0,47602194.0,150429371.0,100429371,300.858742,2014-08-08
1261,Paranormal Activity 4,88.0,"Horror,Mystery,Thriller",4.6,58408,Horror,Mystery,Thriller,Ariel Schulman,"writer,producer,director",59,Paranormal Activity 4,5000000.0,53900335.0,142817992.0,137817992,2856.35984,2012-10-19
1262,Transformers: Age Of Extinction,165.0,"Action,Adventure,Sci-Fi",5.7,283486,Action,Adventure,Sci-Fi,Michael Bay,"producer,director,actor",37,Transformers: Age Of Extinction,210000000.0,245439076.0,1104039076.0,894039076,525.7328933333333,2014-06-27
1263,Swelter,96.0,"Action,Crime,Drama",4.6,2536,Action,Crime,Drama,Keith Parmer,"writer,director,producer",42,Swelter,8000000.0,0.0,44197.0,-7955803,0.5524625,2014-04-20
1264,Elsa & Fred,93.0,"Comedy,Drama,Romance",6.5,2711,Comedy,Drama,Romance,Michael Radford,"director,writer,actor",24,Elsa & Fred,10000000.0,67657.0,197901.0,-9802099,1.9790100000000002,2014-03-07
1265,The Final Girls,88.0,"Comedy,Drama,Fantasy",6.6,30219,Comedy,Drama,Fantasy,Todd Strauss-Schulson,"director,writer,producer",58,The Final Girls,4500000.0,0.0,0.0,-4500000,0.0,2015-10-09
1267,Hacksaw Ridge,139.0,"Biography,Drama,History",8.1,366904,Biography,Drama,History,Mel Gibson,"actor,producer,director",17,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,128904682,422.261705,2016-11-04
1268,The House With A Clock In Its Walls,105.0,"Comedy,Fantasy,Horror",6.0,32995,Comedy,Fantasy,Horror,Eli Roth,"producer,actor,writer",16,The House With A Clock In Its Walls,40000000.0,68549695.0,126331750.0,86331750,315.82937499999997,2018-09-21
1269,Pixels,105.0,"Action,Comedy,Sci-Fi",5.6,119789,Action,Comedy,Sci-Fi,Chris Columbus,"producer,writer,director",59,Pixels,90000000.0,78765986.0,244041804.0,154041804,271.15756000000005,2010-04-01
1271,Alpha,116.0,Crime,5.5,102,Crime,,,Joan Cutrina,"producer,director,writer",79,Alpha,51000000.0,35851379.0,99624873.0,48624873,195.3428882352941,2018-08-17
1274,Home Again,104.0,Drama,6.6,360,Drama,,,Sudz Sutherland,"director,writer,producer",57,Home Again,15000000.0,27020284.0,37336874.0,22336874,248.91249333333332,2017-09-08
1276,Underdogs,102.0,"Drama,Family,Sport",5.8,882,Drama,Family,Sport,Doug Dearth,"producer,actor,miscellaneous",41,Underdogs,2500000.0,35017.0,1392649.0,-1107351,55.70596,2013-04-06
1278,Beasts Of The Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,77440,Adventure,Drama,Fantasy,Benh Zeitlin,"director,writer,composer",18,Beasts Of The Southern Wild,1800000.0,12795746.0,23265132.0,21465132,1292.5073333333335,2012-06-29
1279,Collide,99.0,"Action,Crime,Thriller",5.7,13288,Action,Crime,Thriller,Eran Creevy,"director,writer,assistant_director",13,Collide,29200000.0,2280004.0,5466698.0,-23733302,18.721568493150684,2017-02-24
1280,San Andreas,114.0,"Action,Adventure,Drama",6.1,192750,Action,Adventure,Drama,Brad Peyton,"producer,writer,director",19,San Andreas,110000000.0,155190832.0,456258539.0,346258539,414.78049,2015-05-29
1281,Second Act,103.0,"Comedy,Drama,Romance",5.8,13109,Comedy,Drama,Romance,Peter Segal,"director,producer,writer",83,Second Act,15700000.0,39282227.0,63288854.0,47588854,403.1137197452229,2018-12-21
1282,Jane Got A Gun,98.0,"Action,Drama,Western",5.9,19051,Action,Drama,Western,Gavin O'Connor,"producer,director,writer",12,Jane Got A Gun,25000000.0,1513793.0,3771345.0,-21228655,15.08538,2016-01-29
1283,Saving Mr. Banks,125.0,"Biography,Comedy,Drama",7.5,140678,Biography,Comedy,Drama,John Lee Hancock,"writer,director,producer",37,Saving Mr. Banks,35000000.0,83299761.0,114962525.0,79962525,328.4643571428572,2013-12-20
1284,Self/Less,117.0,"Action,Mystery,Sci-Fi",6.5,80743,Action,Mystery,Sci-Fi,Tarsem Singh,"director,producer,soundtrack",48,Self/Less,26000000.0,12279691.0,33667319.0,7667319,129.48968846153846,2015-07-10
1285,The Accountant,128.0,"Action,Crime,Drama",7.3,233022,Action,Crime,Drama,Gavin O'Connor,"producer,director,writer",100,The Accountant,40000000.0,86260045.0,152962083.0,112962083,382.4052075,2016-10-14
1286,Two Night Stand,86.0,"Comedy,Romance",6.4,60510,Comedy,Romance,,Max Nichols,"director,actor",60,Two Night Stand,1600000.0,15600.0,868081.0,-731919,54.255062499999994,2014-09-26
1287,Snow White: A Deadly Summer,83.0,Horror,2.2,679,Horror,,,David Decoteau,"director,producer,cinematographer",11,Snow White: A Deadly Summer,1000000.0,0.0,0.0,-1000000,0.0,2012-03-16
1288,The Walk,89.0,"Crime,Thriller",6.8,126,Crime,Thriller,,Timothy Fielding,"producer,writer,editor",33,The Walk,35000000.0,10161183.0,61492104.0,26492104,175.6917257142857,2015-10-02
1290,Fear Clinic,95.0,Horror,5.0,6256,Horror,,,Robert Hall,"make_up_department,special_effects,visual_effects",19,Fear Clinic,1000000.0,0.0,0.0,-1000000,0.0,2014-10-31
1291,Khiladi 786,141.0,"Action,Comedy",4.4,5648,Action,Comedy,,Ashish R. Mohan,"assistant_director,actor,casting_director",12,Khiladi 786,5600000.0,385422.0,14683763.0,9083763,262.2100535714286,2012-12-07
1292,Getaway,90.0,"Action,Crime,Thriller",4.4,22157,Action,Crime,Thriller,Courtney Solomon,"producer,director,actor",20,Getaway,18000000.0,10501938.0,11813989.0,-6186011,65.63327222222223,2013-08-29
1293,Bad Words,89.0,"Comedy,Drama",6.7,44061,Comedy,Drama,,Jason Bateman,"actor,producer,director",44,Bad Words,10000000.0,7779614.0,7843145.0,-2156855,78.43145,2014-03-14
1294,Horrible Bosses 2,108.0,"Comedy,Crime",6.3,144442,Comedy,Crime,,Sean Anders,"writer,director,producer",31,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357,264.8633925,2014-11-26
1295,St. Vincent,102.0,"Comedy,Drama",7.3,89372,Comedy,Drama,,Theodore Melfi,"producer,director,writer",61,St. Vincent,13000000.0,44137712.0,54837234.0,41837234,421.8248769230769,2014-10-31
1296,Happy Valley,98.0,"Documentary,Drama,Sport",7.1,1059,Documentary,Drama,Sport,Amir Bar-Lev,"producer,director,writer",83,Happy Valley,250000.0,67665.0,67665.0,-182335,27.066000000000003,2014-11-14
1297,3 Days To Kill,117.0,"Action,Drama,Thriller",6.2,81681,Action,Drama,Thriller,Mcg,"producer,miscellaneous,director",64,3 Days To Kill,28000000.0,30697999.0,38959900.0,10959900,139.14249999999998,2014-02-14
1298,Ghost,118.0,Horror,2.3,205,Horror,,,Puja Bedi,"producer,writer,miscellaneous",5,Ghost,22000000.0,217631306.0,517600000.0,495600000,2352.7272727272725,2015-04-20
1299,Jab Tak Hai Jaan,176.0,"Drama,Romance",6.8,48364,Drama,Romance,,Yash Chopra,"producer,director,miscellaneous",64,Jab Tak Hai Jaan,9200000.0,3047539.0,5806666.0,-3393334,63.1159347826087,2012-11-13
1300,The Monuments Men,118.0,"Comedy,Drama,History",6.1,117638,Comedy,Drama,History,George Clooney,"actor,producer,director",14,The Monuments Men,70000000.0,78031620.0,158702748.0,88702748,226.71821142857144,2014-02-07
1301,American Sniper,133.0,"Action,Biography,Drama",7.3,401915,Action,Biography,Drama,Clint Eastwood,"actor,producer,director",57,American Sniper,58000000.0,350126372.0,547326372.0,489326372,943.6661586206898,2014-12-25
1302,Into The Woods,125.0,"Adventure,Comedy,Drama",6.0,123577,Adventure,Comedy,Drama,Rob Marshall,"director,miscellaneous,producer",77,Into The Woods,56200000.0,128002372.0,213116401.0,156916401,379.21067793594307,2014-12-25
1303,Song One,86.0,"Drama,Music",5.8,8559,Drama,Music,,Kate Barker-Froyland,"director,writer,miscellaneous",87,Song One,6000000.0,32251.0,437089.0,-5562911,7.284816666666667,2015-01-23
1304,Earth To Echo,91.0,"Adventure,Family,Sci-Fi",5.8,17627,Adventure,Family,Sci-Fi,Dave Green,"director,camera_department,miscellaneous",62,Earth To Echo,13000000.0,38934842.0,42174545.0,29174545,324.41957692307693,2014-07-02
1305,The Purge,85.0,"Horror,Thriller",5.7,183549,Horror,Thriller,,James Demonaco,"writer,producer,director",67,The Purge,3000000.0,64473115.0,91266581.0,88266581,3042.2193666666667,2013-06-06
1306,Escape From Tomorrow,90.0,"Drama,Fantasy,Horror",5.2,8665,Drama,Fantasy,Horror,Randy Moore,"director,writer",100,Escape From Tomorrow,650000.0,171962.0,171962.0,-478038,26.455692307692306,2013-10-11
1307,Grown Ups 2,101.0,Comedy,5.4,128500,Comedy,,,Dennis Dugan,"actor,director,producer",48,Grown Ups 2,80000000.0,133668525.0,247023808.0,167023808,308.77976,2013-07-12
1308,The Counselor,117.0,"Crime,Drama,Thriller",5.3,92096,Crime,Drama,Thriller,Ridley Scott,"producer,director,production_designer",58,The Counselor,25000000.0,16973715.0,71009334.0,46009334,284.037336,2013-10-25
1309,About Time,123.0,"Comedy,Drama,Fantasy",7.8,263136,Comedy,Drama,Fantasy,Richard Curtis,"writer,producer,director",95,About Time,12000000.0,15323921.0,89309178.0,77309178,744.24315,2013-11-08
1310,Run All Night,114.0,"Action,Drama,Thriller",6.6,94131,Action,Drama,Thriller,Jaume Collet-Serra,"director,producer",70,Run All Night,50000000.0,26461644.0,66961644.0,16961644,133.92328799999999,2015-03-13
1311,Transcendence,98.0,Drama,6.1,22,Drama,,,Nicholas P. Richards,"art_department,editor,actor",2,Transcendence,100000000.0,23022309.0,103039258.0,3039258,103.039258,2014-04-17
1313,The Other Woman,109.0,"Comedy,Romance",6.0,122889,Comedy,Romance,,Nick Cassavetes,"actor,director,writer",2,The Other Woman,40000000.0,83911193.0,195111193.0,155111193,487.7779825,2011-02-04
1316,Addicted,106.0,"Drama,Thriller",5.2,7640,Drama,Thriller,,Bille Woodruff,"director,cinematographer,producer",96,Addicted,5000000.0,17390770.0,17499242.0,12499242,349.98483999999996,2014-10-10
1318,Before Midnight,109.0,"Drama,Romance",7.9,123107,Drama,Romance,,Richard Linklater,"producer,director,writer",99,Before Midnight,3000000.0,8110621.0,23251930.0,20251930,775.0643333333334,2013-06-14
1319,Highway,80.0,Drama,6.7,195,Drama,,,Deepak Rauniyar,"writer,director,producer",89,Highway,2000000.0,0.0,0.0,-2000000,0.0,2014-02-20
1322,Survivor,81.0,"Biography,Crime,Documentary",9.0,45,Biography,Crime,Documentary,Brook Susan Parker,"actress,producer,director",11,Survivor,20000000.0,0.0,1703281.0,-18296719,8.516405,2012-08-29
1328,Katy Perry: Part Of Me,93.0,"Documentary,Music",5.9,13034,Documentary,Music,,Dan Cutforth,"producer,director,executive",79,Katy Perry: Part Of Me,12000000.0,25326071.0,32700439.0,20700439,272.50365833333336,2012-07-05
1329,Draft Day,110.0,"Drama,Sport",6.8,48812,Drama,Sport,,Ivan Reitman,"producer,miscellaneous,director",36,Draft Day,25000000.0,28842237.0,29847480.0,4847480,119.38991999999999,2014-04-11
1330,Home,94.0,"Adventure,Animation,Comedy",6.6,85831,Adventure,Animation,Comedy,Tim Johnson,"director,producer,miscellaneous",44,Home,130000000.0,177397510.0,385997896.0,255997896,296.92145846153846,2011-11-11
1345,The Jungle Book,64.0,Animation,7.0,59,Animation,,,Kevin Johnson,"animation_department,art_department,director",97,The Jungle Book,175000000.0,364001123.0,962854547.0,787854547,550.2025982857143,2016-04-15
1347,Not Safe For Work,74.0,Thriller,5.8,3864,Thriller,,,Joe Johnston,"director,visual_effects,producer",51,Not Safe For Work,2500000.0,0.0,0.0,-2500000,0.0,2014-05-09
1348,Plush,99.0,"Drama,Music,Thriller",5.4,3462,Drama,Music,Thriller,Catherine Hardwicke,"director,production_designer,producer",73,Plush,2000000.0,3080.0,28864.0,-1971136,1.4432,2013-09-13
1349,Enter The Dangerous Mind,88.0,Thriller,5.2,915,Thriller,,,Youssef Delara,"visual_effects,editor,director",67,Enter The Dangerous Mind,3000000.0,0.0,0.0,-3000000,0.0,2013-03-11
1350,Don Jon,90.0,"Comedy,Drama,Romance",6.6,216350,Comedy,Drama,Romance,Joseph Gordon-Levitt,"actor,producer,soundtrack",18,Don Jon,5500000.0,24477704.0,41268579.0,35768579,750.3378,2013-09-27
1351,Wild Card,92.0,"Action,Crime,Drama",5.6,46463,Action,Crime,Drama,Simon West,"producer,director,actor",5,Wild Card,30000000.0,3200.0,4315789.0,-25684211,14.385963333333333,2015-01-30
1352,Rampage,107.0,"Action,Adventure,Sci-Fi",6.1,115891,Action,Adventure,Sci-Fi,Brad Peyton,"producer,writer,director",90,Rampage,120000000.0,101028233.0,428056280.0,308056280,356.7135666666667,2018-04-13
1353,Kin,45.0,"Drama,Music",8.6,46,Drama,Music,,Rachel Lambert,"director,actress,writer",88,Kin,30000000.0,5718096.0,10096821.0,-19903179,33.65607,2018-08-31
1355,Coffee Town,87.0,Comedy,6.6,4666,Comedy,,,Brad Copeland,"producer,miscellaneous,writer",91,Coffee Town,2000000.0,0.0,0.0,-2000000,0.0,2013-07-09
1356,The Internship,119.0,Comedy,6.3,179817,Comedy,,,Shawn Levy,"producer,director,actor",63,The Internship,58000000.0,44672764.0,93672764.0,35672764,161.50476551724137,2013-06-07
1357,Dear White People,108.0,"Comedy,Drama,Romance",6.1,23321,Comedy,Drama,Romance,Justin Simien,"writer,producer,director",51,Dear White People,1250000.0,4404154.0,5403771.0,4153771,432.30168000000003,2014-10-17
1358,Valerian And The City Of A Thousand Planets,137.0,"Action,Adventure,Fantasy",6.5,139792,Action,Adventure,Fantasy,Luc Besson,"writer,producer,director",90,Valerian And The City Of A Thousand Planets,180000000.0,40479370.0,215098356.0,35098356,119.49908666666667,2017-07-21
1359,Think Like A Man Too,106.0,"Comedy,Romance",5.8,18533,Comedy,Romance,,Tim Story,"producer,director,actor",36,Think Like A Man Too,24000000.0,65028687.0,70027933.0,46027933,291.78305416666666,2014-06-20
1360,Money Monster,98.0,"Crime,Drama,Thriller",6.5,86607,Crime,Drama,Thriller,Jodie Foster,"actress,director,producer",98,Money Monster,27000000.0,41012075.0,93466095.0,66466095,346.1707222222222,2016-05-13
1361,Left Behind,86.0,"Horror,Mystery,Thriller",6.5,33,Horror,Mystery,Thriller,Maksim Litvinov,"director,producer,writer",63,Left Behind,18500000.0,4221341.0,4221341.0,-14278659,22.81805945945946,2014-10-03
1363,A Haunted House,86.0,"Comedy,Fantasy",5.1,40308,Comedy,Fantasy,,Michael Tiddes,"director,producer,writer",12,A Haunted House,2500000.0,40041683.0,59922558.0,57422558,2396.9023199999997,2013-01-11
1364,Big Hero 6,102.0,"Action,Adventure,Animation",7.8,371204,Action,Adventure,Animation,Chris Williams,"writer,animation_department,director",29,Big Hero 6,165000000.0,222527828.0,652127828.0,487127828,395.2289866666667,2014-11-07
1365,When The Game Stands Tall,115.0,"Drama,Family,Sport",6.7,14498,Drama,Family,Sport,Thomas Carter,"director,producer,actor",50,When The Game Stands Tall,15000000.0,30127963.0,30138912.0,15138912,200.92607999999998,2014-08-22
1366,Spider-Man: Homecoming,133.0,"Action,Adventure,Sci-Fi",7.5,426302,Action,Adventure,Sci-Fi,Jon Watts,"director,producer,writer",99,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,705166350,502.9522,2017-07-07
